text_file,audio_file,wer,edit_distance,ref_words,reference,hypothesis
text_fileid_0_doa113_spk3.txt,enhanced_fileid_0_doa113_spk3.wav,0.17647058823529413,6,34,BOTH STILL THIS SIDE OF MIDDLE LIFE RESIDING UNDER THEIR ROOF YOU WOULD FIND AN OLD GENTLEMAN OF ARISTOCRATIC AIR AND VENERABLE ASPECT WITHAL CHATTY AND CHEERFUL WHO WOULD CONDUCT YOU AROUND THE CORRALES,"Both fill this side of middle life. Residing under their roof, you would find a little gentleman of aristocratic air and venerable aspect, with all chattie and cheerful, who would conduct you around the Corrales."
text_fileid_0_doa217_spk2.txt,enhanced_fileid_0_doa217_spk2.wav,0.06060606060606061,2,33,BY WHICH HIS DIM BLURRED SIGHT OF MEN AS TREES WALKING HAD BEEN EXCHANGED FOR CLEAR OUTLINE AND EFFULGENT DAY THE GROWTH OF HIGHER FEELING WITHIN US IS LIKE THE GROWTH OF FACULTY,by which a thin blurred sight of men as trees walking had been exchanged for clear outline and effulgent day. The growth of higher feeling within us is like the growth of faculty.
text_fileid_0_doa273_spk1.txt,enhanced_fileid_0_doa273_spk1.wav,0.02631578947368421,1,38,AND TO HAVE THEIR LIVES BLOWN HITHER AND THITHER LIKE EMPTY SHIPS IN WHICH NO WILL WAS PRESENT IT WAS NOT TO BE SO WITH HER SHE WOULD NO LONGER BE SACRIFICED TO CREATURES WORTH LESS THAN HERSELF,and have their lives blown hither and thither like empty ships in which no will was present. It was not to be so with her. She would no longer be sacrificed to creatures worth less than herself.
text_fileid_100_doa193_spk3.txt,enhanced_fileid_100_doa193_spk3.wav,0.2777777777777778,10,36,RESTORES THE PEOPLE TO THE PEOPLE RESTORES SOVEREIGNTY TO MAN REPLACES THE PURPLE ON THE HEAD OF FRANCE RESTORES EQUITY AND REASON IN THEIR PLENITUDE SUPPRESSES EVERY GERM OF ANTAGONISM BY RESTORING EACH ONE TO HIMSELF,"Restores people, restores sovereignty to man, places the purple on the head of press, restores equity and reason, suppresses every dream of antagonism by restoring each one to himself."
text_fileid_100_doa232_spk2.txt,enhanced_fileid_100_doa232_spk2.wav,0.020833333333333332,1,48,THE THOUSAND DELEGATES PRESENT AT THE CONVENTION THOUGH DIFFERING WIDELY ON THE DUTY OF THE INDIVIDUAL IN WAR WERE UNANIMOUS IN VOTING THAT IN THE EVENT OF WAR THE NATIONAL WOMAN'S PARTY AS AN ORGANIZATION SHOULD CONTINUE TO WORK FOR POLITICAL LIBERTY FOR WOMEN AND FOR THAT ALONE,"The thousand delegates present at the convention, though differing widely on the duty of the individual in war, were unanimous in voting that in the event of war, the National Women's Party, as an organization, should continue to work for political liberty for women and for that alone."
text_fileid_100_doa31_spk1.txt,enhanced_fileid_100_doa31_spk1.wav,0.0625,2,32,ON THE DAY WHEN THIS PROMETHEAN TASK SHALL BE ACCOMPLISHED AND WHEN MAN SHALL HAVE DEFINITELY HARNESSED TO HIS WILL THE TRIPLE CHIMAERA OF ANTIQUITY THE HYDRA THE DRAGON AND THE GRIFFIN,"On the day when this Promethean task shall be accomplished, and when man shall have definitely harnessed to his will the triple chimera of antiquity, the hydra, the dragon, and the griffon,"
text_fileid_101_doa111_spk3.txt,enhanced_fileid_101_doa111_spk3.wav,0.07894736842105263,3,38,AND MAKE THE ARRANGEMENTS THAT IS ADVICE WHICH MUST BE FOLLOWED REPLIED EDWARD WE MUST GO NOW AND I WILL NOT FAIL TO COMMUNICATE IT TO THEM THIS VERY NIGHT WE MAY AS WELL HERE INFORM THE READER,"and make the arrangements."" That is advice which must be followed, replied Edward. We must go now, and I will not fail to communicate to them this very night. We may as well hear and inform the reader."
text_fileid_101_doa186_spk2.txt,enhanced_fileid_101_doa186_spk2.wav,0.4722222222222222,17,36,ONE IS BOUND TO CONTRADICT HIM MISTER SHAW OFTEN THINKS HE IS PRESENTING TRUE HUMAN NATURE WHEN HE IS MERELY PRESENTING HIS OPINIONS ABOUT HUMAN NATURE THE HUMAN NATURE OF SOLDIERS OF ARTISTS OF WOMEN OR,One is bound to contradict him. Mr. Saul often thinks he is presenting true human nature when he didn't knew he was having his opinions about human nature which he had a soul that he supports his book. Or...
text_fileid_101_doa274_spk1.txt,enhanced_fileid_101_doa274_spk1.wav,0.08108108108108109,3,37,THE MANIFESTATIONS OF POPULAR APPROVAL OF SUFFRAGE THE CONSTANT STREAM OF PROTESTS TO THE ADMINISTRATION AGAINST ITS DELAY NATIONALLY AND THE SHAME OF HAVING WOMEN BEGGING AT ITS GATES COULD RESULT IN ONLY ONE OF TWO THINGS,"The manifestations of popular approval of suffrage, the constant string of protests to the administration against 60 Day Nationally, and the shame of having women begging at its gates could result in only one of two things."
text_fileid_102_doa164_spk3.txt,enhanced_fileid_102_doa164_spk3.wav,0.06976744186046512,3,43,FROM WHICH HE HAD REMOVED THE RING WHICH UP TO THIS HOUR HE HAD INVARIABLY WORN ON HIS THIRD FINGER IN THIS GLANCE OF HERS AND THIS ACTION OF HIS BEGAN THE STRUGGLE THAT WAS TO MAKE THAT DAY MEMORABLE IN MANY HEARTS,from which he had whooped the ring which up to this hour he had invariably worn on his third finger in this glance of hers at this action of his began the struggle that was to make the day memorable in many hearts
