fileid,mic_file,text_file,gt_doa,pred_doa,doa_error_deg,spk,clean_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,dsenet_sec,metrics_sec,whisper_sec,total_target_sec,reference,hypothesis
0,mic_fileid_0_doa206_3spk.wav,text_fileid_0_doa206_spk3.txt,206,206,0.0,3,clean_fileid_0_doa206_spk3.wav,0.06382978723404255,3,47,-6.5700507164001465,14.181343078613281,20.751393795013428,-6.639479637145996,13.940096855163574,20.57957649230957,1.1115069389343262,2.92573881149292,1.8142318725585938,5.477736857000309,0.5148123909998503,0.5768032589999166,6.569352507000076,EVEN NOW THE RUINS MAY BE IMPASSABLE GRAHAM REGARDED HIM DOUBTFULLY AND FOLLOWED HIM THEY WENT UP THE STEPPED PLATFORMS TO THE SWIFTEST ONE AND THERE ASANO ACCOSTED A LABOURER THE ANSWERS TO HIS QUESTIONS WERE IN THE THICK VULGAR SPEECH WHAT DID HE SAY ASKED GRAHAM,"Even now the ruins may be impassable."" Graham regarded him doubtfully and followed him. They went up the stepped platforms to the swiftest one, and there, Asano accosted a laborer. The answers to his questions were in the thick, bolder speech. What did he say, Ask Graham?"
1,mic_fileid_1_doa82_3spk.wav,text_fileid_1_doa82_spk3.txt,82,82,0.0,3,clean_fileid_1_doa82_spk3.wav,0.12195121951219512,5,41,-9.31058406829834,8.79515552520752,18.10573959350586,-9.390450477600098,8.727779388427734,18.118229866027832,1.0549068450927734,2.0138652324676514,0.9589583873748779,4.573558743000376,0.6047038870001415,0.4555922700001247,5.633854900000642,AND UNLESS HE FANCIED HIMSELF AT ANY TIME UNEQUAL TO COMPANY THERE WAS SCARCELY AN EVENING IN THE WEEK IN WHICH EMMA COULD NOT MAKE UP A CARD TABLE FOR HIM REAL LONG STANDING REGARD BROUGHT THE WESTONS AND MISTER KNIGHTLEY,"And unless he fancied himself at any time on the company, there was scarcely an evening in the week in which Emma could not make up a card table for him. Real long-standing regard brought the Westons and Mr. Knightley."
2,mic_fileid_2_doa240_3spk.wav,text_fileid_2_doa240_spk3.txt,240,240,0.0,3,clean_fileid_2_doa240_spk3.wav,0.125,7,56,-10.58908462524414,12.78459358215332,23.37367820739746,-10.665782928466797,12.532530784606934,23.19831371307373,1.0456804037094116,2.7254738807678223,1.6797934770584106,5.0683660589998,0.6963212000000567,0.5621310730002733,6.32681833200013,THEY PLAYED SUCH A CLOSE GUARDING GAME THAT TRY AS THEY MIGHT THE JUNIORS MADE NO HEADWAY THEN JULIA CROSBY SCORED ON A FIELD GOAL MAKING THE SCORE THREE TO TWO THIS SPURRED THE JUNIOR TEAM ON TO GREATER EFFORT AND MIRIAM MADE A BRILLIANT THROW TO BASKET THAT BROUGHT FORTH AN OVATION FROM THE GALLERY,They played such a close guarded game that try as they might the juniors made no headlight. The Julia Crosby scored on a field goal making the score 3-2. This spurred the junior team on to greater effort and Mary made a brilliant throw to basket that brought forth an ovation from the gallery.
3,mic_fileid_3_doa192_3spk.wav,text_fileid_3_doa192_spk3.txt,192,192,0.0,3,clean_fileid_3_doa192_spk3.wav,0.0,0,28,-10.3731107711792,11.067901611328125,21.441012382507324,-10.598079681396484,10.685881614685059,21.283961296081543,1.0401853322982788,2.712172269821167,1.6719869375228882,3.8835858830002508,0.48378967799999373,0.33394264399976237,4.701318205000007,HAD BEEN APPOINTED COUNCIL PENSIONARY CROMWELL TOOK PAINS TO LET THE ESTATES OF HOLLAND KNOW HIS FAVOURABLE FEELINGS TOWARDS THEM BY SENDING OVER IN FEBRUARY A PRIVATE EMISSARY,had been appointed council pensionary. Cromwell took pains to let the estates of Holland know his favourable feelings towards them by sending over in February a private emissary.
4,mic_fileid_4_doa58_3spk.wav,text_fileid_4_doa58_spk3.txt,58,58,0.0,3,clean_fileid_4_doa58_spk3.wav,0.02564102564102564,1,39,-7.467777729034424,8.923511505126953,16.391289234161377,-7.537238121032715,8.65796184539795,16.195199966430664,1.8985475301742554,2.425074338912964,0.5265268087387085,4.037105261000306,0.6328092710000419,0.3612050179999642,5.031119550000312,YET AFTER IT WAS ALL OVER SHE WAS INFORMED THAT THE EMPEROR AND EMPRESS HAD SPOKEN KINDLY TO HER AND THAT SHE HERSELF HAD MADE HER BOW AND BACKED OUT OF THE ROOM ADMIRABLY FOR ONE IN HER POSITION,"Yet after it was all over, she was informed that the Emperor and Empress had spoken kindly to her and that she herself had made her vow and backed out of the room admirably for one in her position."
5,mic_fileid_5_doa102_3spk.wav,text_fileid_5_doa102_spk3.txt,102,102,0.0,3,clean_fileid_5_doa102_spk3.wav,0.09090909090909091,3,33,-10.909238815307617,9.35303020477295,20.262269020080566,-11.071062088012695,8.89631175994873,19.967373847961426,1.0375875234603882,1.8042442798614502,0.766656756401062,4.151118276000034,0.3564584250002554,0.3438226299999769,4.851399331000266,IN AUGUST WE HAD TWO WEEKS VACATION IT WAS ABOUT THIS TIME THAT I BECAME A MEMBER OF THE RIVERMOUTH CENTIPEDES A SECRET SOCIETY COMPOSED OF TWELVE OF THE TEMPLE GRAMMAR SCHOOL BOYS,"In August we had two weeks vacation. It was about this time that I became a member of the Rivermouth Centipede, a secret society composed of 12 of the Temple Grammar School Board."
6,mic_fileid_6_doa87_3spk.wav,text_fileid_6_doa87_spk3.txt,87,87,0.0,3,clean_fileid_6_doa87_spk3.wav,0.0975609756097561,4,41,-8.68681526184082,13.052654266357422,21.739469528198242,-8.804442405700684,12.435206413269043,21.239648818969727,1.061830997467041,1.902206301689148,0.8403753042221069,4.0682471229997645,0.6572877779999544,0.47241566200000307,5.197950562999722,I HAVE HEARD SO HIS COMPLAINT WAS RHEUMATISM VERY MUCH AS I FANCY THE SAME SORT OF RHEUMATISM THAT AFFLICTS YOU HE TOLD ME HE CAME TO EUROPE WITH VERY LITTLE HOPE HE FEARED HIS COMPLAINT HAD BECOME CHRONIC AND INCURABLE,"I have heard so. His complaint was rheumatism, very much as I fancy the same sort of rheumatism that afflicts you. He told me he came to Europe. It's a very good little... He feared his complaint had become chronic and incurable."
7,mic_fileid_7_doa212_3spk.wav,text_fileid_7_doa212_spk3.txt,212,212,0.0,3,clean_fileid_7_doa212_spk3.wav,0.025,1,40,-4.492452144622803,11.648439407348633,16.140891551971436,-4.547868251800537,11.308297157287598,15.856165409088135,1.1676608324050903,2.7934324741363525,1.6257716417312622,3.6063452380003582,0.3125980309996521,0.4031696409997494,4.32211290999976,SHOUTED TO PUT THE BOAT ABOUT BUT HE MIGHT WITH AS MUCH REASON HAVE SHOUTED AT AN AVALANCHE THE WIND BLEW HIS VOICE AWAY AND EMPTIED IT VIOLENTLY INTO THE AIR A SNARLING BILLOW JERKED THE OAR FROM HIS HAND,"shouted to clip the boat about, but he might with as much reason have shouted at an avalanche. The wind blew his voice away and emptied it violently into the air. A snarling billow jerked the oar from his hand."
8,mic_fileid_8_doa248_3spk.wav,text_fileid_8_doa248_spk3.txt,248,248,0.0,3,clean_fileid_8_doa248_spk3.wav,0.13513513513513514,5,37,-7.320199012756348,13.238299369812012,20.55849838256836,-7.526874542236328,13.048148155212402,20.57502269744873,1.0678837299346924,2.7302091121673584,1.662325382232666,4.833843696999793,0.38169036499994036,0.33075340899995354,5.546287470999687,FOR THESE INDIANS DO NOT MOVE ABOUT AS MUCH AS THOSE FARTHER SOUTH WHERE THE FORESTS ARE LESS DENSE FIGURE SIXTY FIVE SHOWS THE FRAMEWORK OF A PARTIALLY BUILT HOUSE WHILE ANOTHER STANDS AT ONE SIDE COMPLETED,"For these Indians do not move about as much as those farther south where the forest or less stands. Figure 65 shows the framework of a partially built house, while another stands at one side completed."
9,mic_fileid_9_doa85_3spk.wav,text_fileid_9_doa85_spk3.txt,85,85,0.0,3,clean_fileid_9_doa85_spk3.wav,0.16981132075471697,9,53,-9.4918794631958,10.2277193069458,19.7195987701416,-9.595040321350098,10.142582893371582,19.73762321472168,1.0590412616729736,2.4911134243011475,1.4320721626281738,4.556993780000084,0.4853791630002888,0.5885815790002198,5.630954522000593,WE'RE DREADFULLY RICH UNCLE JOHN SO YOU NEEDN'T WORRY IF YOU DON'T STRIKE A JOB YOURSELF ALL AT ONCE ANY LUCK TODAY SIR ASKED THE MAJOR TUCKING A NAPKIN UNDER HIS CHIN AND BEGINNING ON THE SOUP UNCLE JOHN SHOOK HIS HEAD OF COURSE NOT SAID PATSY QUICKLY IT'S TOO EARLY AS YET,"We're directly rich, Uncle John, so you needn't worry if you don't strike a job yourself all at once. Any luck today, sir? Ask the maker, tucking an applicant under his chin and beginning on the suit. Uncle John trick-as-hat. Of course not, said Patsy, quickly. It's too early as yet."
